"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"X_USCONST_UK_FSGOV","Government expenditure on education not specified by level, constant US$ (millions)","IRN","Iran (Islamic Republic of)","2022","2022",,"n","Magnitude nil or negligible"
"X_USCONST_UK_FSGOV","Government expenditure on education not specified by level, constant US$ (millions)","MDV","Maldives","2018","2018",,"n","Magnitude nil or negligible"
"X_USCONST_UK_FSGOV","Government expenditure on education not specified by level, constant US$ (millions)","MDV","Maldives","2019","2019",,"n","Magnitude nil or negligible"
"X_USCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant US$ (millions)","EST","Estonia","2017","2017",31.80069,,
"X_USCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant US$ (millions)","EST","Estonia","2018","2018",29.74893,,
"X_USCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant US$ (millions)","EST","Estonia","2019","2019",28.86816,,
"X_USCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant US$ (millions)","EST","Estonia","2020","2020",25.462,,
"X_USCONST_FSGOV","Government expenditure on education, constant US$ (millions)","ZAF","South Africa","2017","2017",19592.62033,,
"X_USCONST_FSGOV","Government expenditure on education, constant US$ (millions)","ZAF","South Africa","2018","2018",19979.98536,,
"X_USCONST_FSGOV","Government expenditure on education, constant US$ (millions)","ZAF","South Africa","2019","2019",21303.71423,,
"X_USCONST_FSGOV","Government expenditure on education, constant US$ (millions)","ZAF","South Africa","2020","2020",22289.97179,,
"X_USCONST_FSGOV","Government expenditure on education, constant US$ (millions)","ZAF","South Africa","2021","2021",22154.80084,,
"X_USCONST_FSGOV","Government expenditure on education, constant US$ (millions)","ZAF","South Africa","2022","2022",21902.32508,,
"X_USCONST_5T8_FSGOV","Government expenditure on tertiary education, constant US$ (millions)","ROU","Romania","2017","2017",1834.10686,,
"X_USCONST_5T8_FSGOV","Government expenditure on tertiary education, constant US$ (millions)","ROU","Romania","2018","2018",2013.28102,,
"X_USCONST_5T8_FSGOV","Government expenditure on tertiary education, constant US$ (millions)","ROU","Romania","2019","2019",2269.08801,,
"X_USCONST_5T8_FSGOV","Government expenditure on tertiary education, constant US$ (millions)","ROU","Romania","2020","2020",2176.42753,,
"X_USCONST_UK_FSGOV","Government expenditure on education not specified by level, constant US$ (millions)","ZMB","Zambia","2017","2017",,"n","Magnitude nil or negligible"
"X_USCONST_2_FSGOV","Government expenditure on lower secondary education, constant US$ (millions)","NOR","Norway","2017","2017",3822.01896,,
"X_USCONST_2_FSGOV","Government expenditure on lower secondary education, constant US$ (millions)","NOR","Norway","2018","2018",3888.19502,,
"X_USCONST_2_FSGOV","Government expenditure on lower secondary education, constant US$ (millions)","NOR","Norway","2019","2019",4111.09172,,
"X_USCONST_2_FSGOV","Government expenditure on lower secondary education, constant US$ (millions)","NOR","Norway","2020","2020",4309.00477,,
"X_USCONST_FSGOV","Government expenditure on education, constant US$ (millions)","URY","Uruguay","2017","2017",2724.75463,,
"X_USCONST_FSGOV","Government expenditure on education, constant US$ (millions)","URY","Uruguay","2018","2018",2849.91012,,
"X_USCONST_FSGOV","Government expenditure on education, constant US$ (millions)","URY","Uruguay","2019","2019",2888.36607,,
"X_USCONST_FSGOV","Government expenditure on education, constant US$ (millions)","URY","Uruguay","2020","2020",2650.16519,,
"X_USCONST_FSGOV","Government expenditure on education, constant US$ (millions)","URY","Uruguay","2021","2021",2710.33473,,
"X_USCONST_2T3_FSGOV","Government expenditure on secondary education, constant US$ (millions)","BEL","Belgium","2017","2017",14938.43243,,
"X_USCONST_2T3_FSGOV","Government expenditure on secondary education, constant US$ (millions)","BEL","Belgium","2018","2018",14952.01911,,
"X_USCONST_2T3_FSGOV","Government expenditure on secondary education, constant US$ (millions)","BEL","Belgium","2019","2019",15004.83225,,
"X_USCONST_2T3_FSGOV","Government expenditure on secondary education, constant US$ (millions)","BEL","Belgium","2020","2020",15410.34658,,
"X_USCONST_3_FSGOV","Government expenditure on upper secondary education, constant US$ (millions)","ARG","Argentina","2017","2017",4549.24825,,
"X_USCONST_3_FSGOV","Government expenditure on upper secondary education, constant US$ (millions)","ARG","Argentina","2018","2018",3592.08137,,
"X_USCONST_3_FSGOV","Government expenditure on upper secondary education, constant US$ (millions)","ARG","Argentina","2019","2019",3574.53848,,
"X_USCONST_3_FSGOV","Government expenditure on upper secondary education, constant US$ (millions)","ARG","Argentina","2020","2020",3999.35992,,
"X_USCONST_3_FSGOV","Government expenditure on upper secondary education, constant US$ (millions)","ARG","Argentina","2021","2021",3981.60121,,
"X_USCONST_5T8_FSGOV","Government expenditure on tertiary education, constant US$ (millions)","DMA","Dominica","2019","2019",,"n","Magnitude nil or negligible"
"X_USCONST_5T8_FSGOV","Government expenditure on tertiary education, constant US$ (millions)","DMA","Dominica","2020","2020",,"n","Magnitude nil or negligible"
"X_USCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant US$ (millions)","MLT","Malta","2017","2017",0.61874,,
"X_USCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant US$ (millions)","MLT","Malta","2019","2019",0.69429,,
"X_USCONST_3_FSGOV","Government expenditure on upper secondary education, constant US$ (millions)","RWA","Rwanda","2018","2018",38.73991,,
"X_USCONST_3_FSGOV","Government expenditure on upper secondary education, constant US$ (millions)","RWA","Rwanda","2021","2021",50.81772,,
"X_USCONST_3_FSGOV","Government expenditure on upper secondary education, constant US$ (millions)","RWA","Rwanda","2022","2022",98.31682,,
"X_USCONST_2_FSGOV","Government expenditure on lower secondary education, constant US$ (millions)","JAM","Jamaica","2017","2017",168.71028,,
"X_USCONST_2_FSGOV","Government expenditure on lower secondary education, constant US$ (millions)","JAM","Jamaica","2018","2018",184.72187,,
"X_USCONST_2_FSGOV","Government expenditure on lower secondary education, constant US$ (millions)","JAM","Jamaica","2019","2019",188.08033,,
"X_USCONST_2_FSGOV","Government expenditure on lower secondary education, constant US$ (millions)","JAM","Jamaica","2021","2021",179.00353,,
"X_USCONST_2_FSGOV","Government expenditure on lower secondary education, constant US$ (millions)","JAM","Jamaica","2022","2022",173.40708,,
"X_USCONST_02_FSGOV","Government expenditure on pre-primary education, constant US$ (millions)","KOR","Republic of Korea","2017","2017",6367.40847,,
"X_USCONST_02_FSGOV","Government expenditure on pre-primary education, constant US$ (millions)","KOR","Republic of Korea","2018","2018",6589.85429,,
"X_USCONST_02_FSGOV","Government expenditure on pre-primary education, constant US$ (millions)","KOR","Republic of Korea","2019","2019",6961.98221,,
"X_USCONST_02_FSGOV","Government expenditure on pre-primary education, constant US$ (millions)","KOR","Republic of Korea","2020","2020",8085.81085,,
"X_USCONST_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education only, constant US$ (millions)","AUS","Australia","2017","2017",4247.5949,,
"X_USCONST_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education only, constant US$ (millions)","AUS","Australia","2018","2018",4929.78529,,
"X_USCONST_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education only, constant US$ (millions)","AUS","Australia","2019","2019",4831.03079,,
"X_USCONST_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education only, constant US$ (millions)","AUS","Australia","2020","2020",5044.96615,,
"X_USCONST_3_FSGOV","Government expenditure on upper secondary education, constant US$ (millions)","CYP","Cyprus","2017","2017",321.27933,,
"X_USCONST_3_FSGOV","Government expenditure on upper secondary education, constant US$ (millions)","CYP","Cyprus","2019","2019",317.95566,,
"X_USCONST_3_FSGOV","Government expenditure on upper secondary education, constant US$ (millions)","CYP","Cyprus","2020","2020",335.24237,,
"X_USCONST_5T8_FSGOV","Government expenditure on tertiary education, constant US$ (millions)","LVA","Latvia","2017","2017",252.50678,,
"X_USCONST_5T8_FSGOV","Government expenditure on tertiary education, constant US$ (millions)","LVA","Latvia","2018","2018",279.81057,,
"X_USCONST_5T8_FSGOV","Government expenditure on tertiary education, constant US$ (millions)","LVA","Latvia","2019","2019",320.33563,,
"X_USCONST_5T8_FSGOV","Government expenditure on tertiary education, constant US$ (millions)","LVA","Latvia","2020","2020",322.32692,,
"X_USCONST_2_FSGOV","Government expenditure on lower secondary education, constant US$ (millions)","CHE","Switzerland","2017","2017",6613.41205,,
"X_USCONST_2_FSGOV","Government expenditure on lower secondary education, constant US$ (millions)","CHE","Switzerland","2018","2018",6620.5189,,
"X_USCONST_2_FSGOV","Government expenditure on lower secondary education, constant US$ (millions)","CHE","Switzerland","2019","2019",6773.52765,,
"X_USCONST_2_FSGOV","Government expenditure on lower secondary education, constant US$ (millions)","CHE","Switzerland","2020","2020",6951.28288,,
"X_USCONST_2T3_FSGOV","Government expenditure on secondary education, constant US$ (millions)","LBR","Liberia","2021","2021",14.13077,,
"X_USCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant US$ (millions)","HND","Honduras","2017","2017",,"a","Category not applicable"
"X_USCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant US$ (millions)","HND","Honduras","2018","2018",,"a","Category not applicable"
"X_USCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant US$ (millions)","HND","Honduras","2019","2019",,"a","Category not applicable"
"X_USCONST_3_FSGOV","Government expenditure on upper secondary education, constant US$ (millions)","FRA","France","2017","2017",33225.9268,,
"X_USCONST_3_FSGOV","Government expenditure on upper secondary education, constant US$ (millions)","FRA","France","2018","2018",33435.47362,,
"X_USCONST_3_FSGOV","Government expenditure on upper secondary education, constant US$ (millions)","FRA","France","2019","2019",33417.42507,,
"X_USCONST_3_FSGOV","Government expenditure on upper secondary education, constant US$ (millions)","FRA","France","2020","2020",31945.80477,,
"X_USCONST_UK_FSGOV","Government expenditure on education not specified by level, constant US$ (millions)","LUX","Luxembourg","2017","2017",,"n","Magnitude nil or negligible"
"X_USCONST_UK_FSGOV","Government expenditure on education not specified by level, constant US$ (millions)","LUX","Luxembourg","2018","2018",,"a","Category not applicable"
"X_USCONST_UK_FSGOV","Government expenditure on education not specified by level, constant US$ (millions)","LUX","Luxembourg","2019","2019",,"a","Category not applicable"
"X_USCONST_UK_FSGOV","Government expenditure on education not specified by level, constant US$ (millions)","LUX","Luxembourg","2020","2020",,"a","Category not applicable"
"X_USCONST_02_FSGOV","Government expenditure on pre-primary education, constant US$ (millions)","SLV","El Salvador","2017","2017",100.74989,,
"X_USCONST_02_FSGOV","Government expenditure on pre-primary education, constant US$ (millions)","SLV","El Salvador","2018","2018",103.90231,,
"X_USCONST_02_FSGOV","Government expenditure on pre-primary education, constant US$ (millions)","SLV","El Salvador","2019","2019",107.22202,,
"X_USCONST_02_FSGOV","Government expenditure on pre-primary education, constant US$ (millions)","SLV","El Salvador","2020","2020",103.90117,,
"X_USCONST_02_FSGOV","Government expenditure on pre-primary education, constant US$ (millions)","SLV","El Salvador","2021","2021",111.67524,,
"X_USCONST_1_FSGOV","Government expenditure on primary education, constant US$ (millions)","MDA","Republic of Moldova","2017","2017",157.82368,,
"X_USCONST_1_FSGOV","Government expenditure on primary education, constant US$ (millions)","MDA","Republic of Moldova","2018","2018",163.51941,,
"X_USCONST_1_FSGOV","Government expenditure on primary education, constant US$ (millions)","MDA","Republic of Moldova","2019","2019",181.4943,,
"X_USCONST_1_FSGOV","Government expenditure on primary education, constant US$ (millions)","MDA","Republic of Moldova","2020","2020",151.48055,,
"X_USCONST_1_FSGOV","Government expenditure on primary education, constant US$ (millions)","MDA","Republic of Moldova","2021","2021",149.16488,,
"X_USCONST_1_FSGOV","Government expenditure on primary education, constant US$ (millions)","MDA","Republic of Moldova","2022","2022",148.39706,,
"X_USCONST_2T3_FSGOV","Government expenditure on secondary education, constant US$ (millions)","DEU","Germany","2017","2017",83771.9278,,
"X_USCONST_2T3_FSGOV","Government expenditure on secondary education, constant US$ (millions)","DEU","Germany","2018","2018",85234.24543,,
"X_USCONST_2T3_FSGOV","Government expenditure on secondary education, constant US$ (millions)","DEU","Germany","2019","2019",87686.8201,,
"X_USCONST_2T3_FSGOV","Government expenditure on secondary education, constant US$ (millions)","DEU","Germany","2020","2020",91067.61897,,
"X_USCONST_FSGOV","Government expenditure on education, constant US$ (millions)","NIC","Nicaragua","2017","2017",606.02037,"‡","UIS Estimation"
"X_USCONST_UK_FSGOV","Government expenditure on education not specified by level, constant US$ (millions)","SVN","Slovenia","2017","2017",3.94142,,
"X_USCONST_UK_FSGOV","Government expenditure on education not specified by level, constant US$ (millions)","SVN","Slovenia","2018","2018",1.96352,,
"X_USCONST_UK_FSGOV","Government expenditure on education not specified by level, constant US$ (millions)","SVN","Slovenia","2019","2019",1.58948,,
"X_USCONST_UK_FSGOV","Government expenditure on education not specified by level, constant US$ (millions)","SVN","Slovenia","2020","2020",,"n","Magnitude nil or negligible"
"X_USCONST_FSGOV","Government expenditure on education, constant US$ (millions)","PSE","Palestine","2017","2017",878.08648,,
"X_USCONST_FSGOV","Government expenditure on education, constant US$ (millions)","PSE","Palestine","2021","2021",984.11935,,
"X_USCONST_FSGOV","Government expenditure on education, constant US$ (millions)","CMR","Cameroon","2017","2017",1240.94861,"‡","UIS Estimation"
"X_USCONST_FSGOV","Government expenditure on education, constant US$ (millions)","CMR","Cameroon","2018","2018",1277.94814,"‡","UIS Estimation"
"X_USCONST_02_FSGOV","Government expenditure on pre-primary education, constant US$ (millions)","KGZ","Kyrgyzstan","2017","2017",65.9562,,
"X_USCONST_2_FSGOV","Government expenditure on lower secondary education, constant US$ (millions)","GTM","Guatemala","2017","2017",215.37882,,
"X_USCONST_2_FSGOV","Government expenditure on lower secondary education, constant US$ (millions)","GTM","Guatemala","2018","2018",234.3475,,
"X_USCONST_2_FSGOV","Government expenditure on lower secondary education, constant US$ (millions)","GTM","Guatemala","2019","2019",231.52222,,
"X_USCONST_2_FSGOV","Government expenditure on lower secondary education, constant US$ (millions)","GTM","Guatemala","2020","2020",212.49476,,
"X_USCONST_2_FSGOV","Government expenditure on lower secondary education, constant US$ (millions)","GTM","Guatemala","2021","2021",216.06643,,
"X_USCONST_2_FSGOV","Government expenditure on lower secondary education, constant US$ (millions)","GTM","Guatemala","2022","2022",219.56171,,
"X_USCONST_FSGOV","Government expenditure on education, constant US$ (millions)","CHL","Chile","2017","2017",15661.30202,,
"X_USCONST_FSGOV","Government expenditure on education, constant US$ (millions)","CHL","Chile","2018","2018",16406.90134,,
"X_USCONST_FSGOV","Government expenditure on education, constant US$ (millions)","CHL","Chile","2019","2019",16972.48945,,
"X_USCONST_FSGOV","Government expenditure on education, constant US$ (millions)","CHL","Chile","2020","2020",15944.16173,,
"X_USCONST_5T8_FSGOV","Government expenditure on tertiary education, constant US$ (millions)","NIU","Niue","2017","2017",,"a","Category not applicable"
"X_USCONST_3_FSGOV","Government expenditure on upper secondary education, constant US$ (millions)","AUT","Austria","2017","2017",4463.6958,,
"X_USCONST_3_FSGOV","Government expenditure on upper secondary education, constant US$ (millions)","AUT","Austria","2018","2018",4413.84394,,
"X_USCONST_3_FSGOV","Government expenditure on upper secondary education, constant US$ (millions)","AUT","Austria","2019","2019",4396.07391,,
"X_USCONST_3_FSGOV","Government expenditure on upper secondary education, constant US$ (millions)","AUT","Austria","2020","2020",4295.68494,,
"X_USCONST_FSGOV","Government expenditure on education, constant US$ (millions)","TGO","Togo","2017","2017",262.8482,"‡","UIS Estimation"
"X_USCONST_FSGOV","Government expenditure on education, constant US$ (millions)","TGO","Togo","2018","2018",300.68974,"‡","UIS Estimation"
"X_USCONST_5T8_FSGOV","Government expenditure on tertiary education, constant US$ (millions)","ISR","Israel","2017","2017",3765.66814,,
"X_USCONST_5T8_FSGOV","Government expenditure on tertiary education, constant US$ (millions)","ISR","Israel","2018","2018",3664.15426,,
"X_USCONST_5T8_FSGOV","Government expenditure on tertiary education, constant US$ (millions)","ISR","Israel","2019","2019",3876.96513,,
"X_USCONST_5T8_FSGOV","Government expenditure on tertiary education, constant US$ (millions)","ISR","Israel","2020","2020",4012.79484,,
"X_USCONST_UK_FSGOV","Government expenditure on education not specified by level, constant US$ (millions)","ESP","Spain","2017","2017",,"a","Category not applicable"
"X_USCONST_UK_FSGOV","Government expenditure on education not specified by level, constant US$ (millions)","ESP","Spain","2018","2018",,"n","Magnitude nil or negligible"
"X_USCONST_UK_FSGOV","Government expenditure on education not specified by level, constant US$ (millions)","ESP","Spain","2019","2019",,"n","Magnitude nil or negligible"
"X_USCONST_UK_FSGOV","Government expenditure on education not specified by level, constant US$ (millions)","ESP","Spain","2020","2020",,"n","Magnitude nil or negligible"
"X_USCONST_1_FSGOV","Government expenditure on primary education, constant US$ (millions)","NZL","New Zealand","2017","2017",2809.04157,,
"X_USCONST_1_FSGOV","Government expenditure on primary education, constant US$ (millions)","NZL","New Zealand","2018","2018",2894.84151,,
"X_USCONST_1_FSGOV","Government expenditure on primary education, constant US$ (millions)","NZL","New Zealand","2019","2019",2957.90329,,
"X_USCONST_1_FSGOV","Government expenditure on primary education, constant US$ (millions)","NZL","New Zealand","2020","2020",3247.11989,,
"X_USCONST_1_FSGOV","Government expenditure on primary education, constant US$ (millions)","NZL","New Zealand","2021","2021",3409.50961,,
"X_USCONST_UK_FSGOV","Government expenditure on education not specified by level, constant US$ (millions)","ZAF","South Africa","2017","2017",2419.96083,,
"X_USCONST_UK_FSGOV","Government expenditure on education not specified by level, constant US$ (millions)","ZAF","South Africa","2018","2018",2407.47704,,
"X_USCONST_UK_FSGOV","Government expenditure on education not specified by level, constant US$ (millions)","ZAF","South Africa","2019","2019",2473.57653,,
"X_USCONST_UK_FSGOV","Government expenditure on education not specified by level, constant US$ (millions)","ZAF","South Africa","2020","2020",429.66589,,
"X_USCONST_UK_FSGOV","Government expenditure on education not specified by level, constant US$ (millions)","ZAF","South Africa","2021","2021",587.48843,,
"X_USCONST_UK_FSGOV","Government expenditure on education not specified by level, constant US$ (millions)","ZAF","South Africa","2022","2022",480.8259,,
"X_USCONST_FSGOV","Government expenditure on education, constant US$ (millions)","GBR","United Kingdom of Great Britain and Northern Ireland","2017","2017",155964.56289,,
"X_USCONST_FSGOV","Government expenditure on education, constant US$ (millions)","GBR","United Kingdom of Great Britain and Northern Ireland","2018","2018",152915.81974,,
"X_USCONST_FSGOV","Government expenditure on education, constant US$ (millions)","GBR","United Kingdom of Great Britain and Northern Ireland","2019","2019",157038.35916,,
"X_USCONST_FSGOV","Government expenditure on education, constant US$ (millions)","GBR","United Kingdom of Great Britain and Northern Ireland","2020","2020",167126.74487,,
"X_USCONST_2_FSGOV","Government expenditure on lower secondary education, constant US$ (millions)","SLE","Sierra Leone","2017","2017",18.65227,,
"X_USCONST_2_FSGOV","Government expenditure on lower secondary education, constant US$ (millions)","SLE","Sierra Leone","2018","2018",32.58874,,
"X_USCONST_2_FSGOV","Government expenditure on lower secondary education, constant US$ (millions)","SLE","Sierra Leone","2019","2019",36.10718,,
"X_USCONST_2_FSGOV","Government expenditure on lower secondary education, constant US$ (millions)","SLE","Sierra Leone","2020","2020",37.6093,,
"X_USCONST_2_FSGOV","Government expenditure on lower secondary education, constant US$ (millions)","SLE","Sierra Leone","2021","2021",36.86934,,
"X_USCONST_2_FSGOV","Government expenditure on lower secondary education, constant US$ (millions)","SLE","Sierra Leone","2022","2022",35.18141,,
"X_USCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant US$ (millions)","MNG","Mongolia","2017","2017",32.83848,,
"X_USCONST_5T8_FSGOV","Government expenditure on tertiary education, constant US$ (millions)","MUS","Mauritius","2017","2017",34.32633,,
"X_USCONST_5T8_FSGOV","Government expenditure on tertiary education, constant US$ (millions)","MUS","Mauritius","2018","2018",37.46176,,
"X_USCONST_5T8_FSGOV","Government expenditure on tertiary education, constant US$ (millions)","MUS","Mauritius","2019","2019",41.48376,,
"X_USCONST_5T8_FSGOV","Government expenditure on tertiary education, constant US$ (millions)","MUS","Mauritius","2020","2020",40.52309,,
"X_USCONST_5T8_FSGOV","Government expenditure on tertiary education, constant US$ (millions)","MUS","Mauritius","2021","2021",36.92283,,
"X_USCONST_5T8_FSGOV","Government expenditure on tertiary education, constant US$ (millions)","MUS","Mauritius","2022","2022",45.62668,,
"X_USCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant US$ (millions)","PER","Peru","2017","2017",,"a","Category not applicable"
