"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","TUN","Tunisia","2020","2020",98.94672,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","BLR","Belarus","2017","2017",98.73801,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","BLR","Belarus","2018","2018",98.07696,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","BLR","Belarus","2019","2019",98.52577,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","BLR","Belarus","2020","2020",98.78002,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","BLR","Belarus","2021","2021",91.74506,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","MAR","Morocco","2017","2017",97.87814,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","MAR","Morocco","2018","2018",98.08651,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","MAR","Morocco","2019","2019",98.33522,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","MAR","Morocco","2020","2020",96.08489,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","MAR","Morocco","2021","2021",99.03332,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","DNK","Denmark","2017","2017",99.76923,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","DNK","Denmark","2018","2018",99.81032,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","DNK","Denmark","2019","2019",99.69314,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","DNK","Denmark","2020","2020",99.70261,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","DNK","Denmark","2021","2021",99.61809,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","ARM","Armenia","2017","2017",95.16528,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","ARM","Armenia","2018","2018",94.96495,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","ARM","Armenia","2019","2019",99.37332,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","ARM","Armenia","2020","2020",99.46589,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","ARM","Armenia","2021","2021",97.06945,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","HKG","China, Hong Kong Special Administrative Region","2017","2017",99.21591,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","HKG","China, Hong Kong Special Administrative Region","2018","2018",98.57143,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","HKG","China, Hong Kong Special Administrative Region","2019","2019",99.14685,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","HKG","China, Hong Kong Special Administrative Region","2020","2020",93.35252,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","HKG","China, Hong Kong Special Administrative Region","2021","2021",89.71905,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","RUS","Russian Federation","2018","2018",99.29004,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","CHN","China","2019","2019",96.66286,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","CHN","China","2020","2020",96.71105,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","40344","Small Island Developing States","2017","2017",63.76319,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","40344","Small Island Developing States","2018","2018",66.06864,"‡","UIS Estimation"
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","40344","Small Island Developing States","2019","2019",63.24275,"‡","UIS Estimation"
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","40344","Small Island Developing States","2020","2020",58.32876,"‡","UIS Estimation"
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","40344","Small Island Developing States","2021","2021",57.80434,"‡","UIS Estimation"
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","LIE","Liechtenstein","2017","2017",96.42552,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","LIE","Liechtenstein","2020","2020",95.94348,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2017","2017",99.83507,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2018","2018",99.8123,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2019","2019",99.82562,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2020","2020",99.30446,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","ITA","Italy","2017","2017",99.81269,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","ITA","Italy","2018","2018",99.86369,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","ITA","Italy","2019","2019",99.90003,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","ITA","Italy","2020","2020",99.38249,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","TLS","Timor-Leste","2018","2018",96.14844,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","ALB","Albania","2017","2017",91.63765,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","ALB","Albania","2018","2018",89.4172,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","ALB","Albania","2019","2019",88.87198,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","ALB","Albania","2020","2020",91.8127,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","ALB","Albania","2021","2021",91.17419,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","HUN","Hungary","2017","2017",98.6848,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","HUN","Hungary","2018","2018",98.64098,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","HUN","Hungary","2019","2019",98.69691,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","HUN","Hungary","2020","2020",98.63155,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","CMR","Cameroon","2017","2017",37.72251,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","CMR","Cameroon","2018","2018",63.66992,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","CMR","Cameroon","2021","2021",64.76731,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","40619","Eastern and South-Eastern Asia","2017","2017",96.2296,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","40619","Eastern and South-Eastern Asia","2018","2018",96.41548,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","40619","Eastern and South-Eastern Asia","2019","2019",96.53195,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","40619","Eastern and South-Eastern Asia","2020","2020",96.49902,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","40619","Eastern and South-Eastern Asia","2021","2021",96.46568,"‡","UIS Estimation"
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","WSM","Samoa","2017","2017",91.33312,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","WSM","Samoa","2018","2018",96.57551,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","WSM","Samoa","2019","2019",91.40224,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","KWT","Kuwait","2018","2018",84.72583,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","KWT","Kuwait","2020","2020",80.30751,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","AUT","Austria","2017","2017",99.48998,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","AUT","Austria","2018","2018",99.75276,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","AUT","Austria","2019","2019",99.45825,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","AUT","Austria","2020","2020",99.63077,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","AUT","Austria","2021","2021",99.47306,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","ROU","Romania","2018","2018",94.38117,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","ROU","Romania","2019","2019",95.42308,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","ROU","Romania","2020","2020",95.89117,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","CHL","Chile","2017","2017",99.88622,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","CHL","Chile","2018","2018",99.97106,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","CHL","Chile","2019","2019",98.87639,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","CHL","Chile","2020","2020",99.5361,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","CHL","Chile","2021","2021",99.28299,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","GTM","Guatemala","2017","2017",88.0077,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","GTM","Guatemala","2018","2018",77.70943,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","GTM","Guatemala","2019","2019",81.29972,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","GTM","Guatemala","2020","2020",95.41771,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","GTM","Guatemala","2021","2021",92.13403,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","PAK","Pakistan","2017","2017",66.50668,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","PAK","Pakistan","2018","2018",70.63041,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","TUR","Türkiye","2017","2017",99.97287,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","TUR","Türkiye","2018","2018",99.85437,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","TUR","Türkiye","2019","2019",99.85513,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","TUR","Türkiye","2020","2020",99.82546,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","HRV","Croatia","2017","2017",,"a","Category not applicable"
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","HRV","Croatia","2018","2018",,"a","Category not applicable"
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","HRV","Croatia","2019","2019",,"a","Category not applicable"
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","HRV","Croatia","2020","2020",,"a","Category not applicable"
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","40030","Middle income countries","2017","2017",85.01783,"‡","UIS Estimation"
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","40030","Middle income countries","2018","2018",84.44165,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","40030","Middle income countries","2019","2019",87.17947,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","40030","Middle income countries","2020","2020",87.2797,"‡","UIS Estimation"
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","40030","Middle income countries","2021","2021",87.8799,"‡","UIS Estimation"
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","ARG","Argentina","2017","2017",97.759,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","ARG","Argentina","2018","2018",97.36976,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","ARG","Argentina","2019","2019",96.88237,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","ARG","Argentina","2020","2020",98.34738,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","MOZ","Mozambique","2017","2017",37.27191,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","MOZ","Mozambique","2018","2018",40.75921,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","MOZ","Mozambique","2019","2019",42.65524,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","MDG","Madagascar","2018","2018",33.25963,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","SLE","Sierra Leone","2017","2017",24.16345,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","SLE","Sierra Leone","2019","2019",39.90512,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","SLB","Solomon Islands","2017","2017",66.67519,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","SLB","Solomon Islands","2018","2018",81.96922,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","IND","India","2019","2019",99.9189,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","IND","India","2020","2020",99.88496,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","SWZ","Eswatini","2017","2017",98.4982,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","SWZ","Eswatini","2018","2018",98.9467,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","UKR","Ukraine","2017","2017",98.89212,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","UKR","Ukraine","2018","2018",98.3362,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","UKR","Ukraine","2019","2019",98.6842,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","UKR","Ukraine","2020","2020",98.72821,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","KAZ","Kazakhstan","2017","2017",,"a","Category not applicable"
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","KAZ","Kazakhstan","2018","2018",,"a","Category not applicable"
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","KAZ","Kazakhstan","2019","2019",,"a","Category not applicable"
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","KOR","Republic of Korea","2017","2017",99.47249,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","KOR","Republic of Korea","2018","2018",99.43713,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","KOR","Republic of Korea","2019","2019",99.43357,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","KOR","Republic of Korea","2020","2020",99.77148,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","KOR","Republic of Korea","2021","2021",98.80857,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","KHM","Cambodia","2017","2017",92.22206,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","KHM","Cambodia","2018","2018",88.25712,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","KHM","Cambodia","2019","2019",88.51265,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","SYC","Seychelles","2017","2017",96.94336,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","SYC","Seychelles","2018","2018",97.76896,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","SYC","Seychelles","2019","2019",97.66937,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","SYC","Seychelles","2020","2020",96.88464,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","SYC","Seychelles","2021","2021",96.3735,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","40656","Oceania (excluding Australia and New Zealand)","2017","2017",77.03407,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","40656","Oceania (excluding Australia and New Zealand)","2018","2018",81.735,"‡","UIS Estimation"
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","SVK","Slovakia","2017","2017",,"a","Category not applicable"
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","SVK","Slovakia","2018","2018",,"a","Category not applicable"
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","SVK","Slovakia","2019","2019",,"a","Category not applicable"
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","SVK","Slovakia","2020","2020",,"a","Category not applicable"
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","SVK","Slovakia","2021","2021",,"a","Category not applicable"
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","MEX","Mexico","2017","2017",96.41752,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","MEX","Mexico","2018","2018",97.5047,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","MEX","Mexico","2019","2019",97.51017,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","MEX","Mexico","2020","2020",98.39597,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","MEX","Mexico","2021","2021",97.94849,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","MDA","Republic of Moldova","2017","2017",94.34001,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","MDA","Republic of Moldova","2018","2018",93.83409,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","MDA","Republic of Moldova","2019","2019",93.20878,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","MDA","Republic of Moldova","2020","2020",95.74056,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","MDA","Republic of Moldova","2021","2021",95.58955,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","TGO","Togo","2020","2020",76.89686,,
