"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","AZE","Azerbaijan","2020","2020",54317,"+","National Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","AZE","Azerbaijan","2021","2021",52916,"+","National Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","AZE","Azerbaijan","2022","2022",27450,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","LVA","Latvia","2017","2017",667,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","LVA","Latvia","2018","2018",401,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","LVA","Latvia","2019","2019",472,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","LVA","Latvia","2020","2020",561,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","LVA","Latvia","2021","2021",531,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","LVA","Latvia","2022","2022",620,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","TZA","United Republic of Tanzania","2017","2017",809765,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","TZA","United Republic of Tanzania","2018","2018",956419,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","TZA","United Republic of Tanzania","2019","2019",851245,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","TZA","United Republic of Tanzania","2020","2020",888730,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","TZA","United Republic of Tanzania","2021","2021",758943,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","STP","Sao Tome and Principe","2017","2017",438,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","BRA","Brazil","2017","2017",619485,"+","National Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","BRA","Brazil","2018","2018",709047,"+","National Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","BRA","Brazil","2019","2019",612571,"+","National Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","BRA","Brazil","2020","2020",658477,"+","National Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","BRA","Brazil","2021","2021",768294,"+","National Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","MKD","North Macedonia","2017","2017",2568,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","MKD","North Macedonia","2018","2018",2745,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","MKD","North Macedonia","2019","2019",5364,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","MKD","North Macedonia","2020","2020",4909,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","MKD","North Macedonia","2021","2021",5359,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","MKD","North Macedonia","2022","2022",5805,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","CAF","Central African Republic","2017","2017",114884,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","SDN","Sudan","2017","2017",2423403,"‡","UIS Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","SDN","Sudan","2018","2018",2229308,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","FIN","Finland","2017","2017",3608,"+","National Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","FIN","Finland","2018","2018",3710,"+","National Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","FIN","Finland","2019","2019",4824,"+","National Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","FIN","Finland","2020","2020",4097,"+","National Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","FIN","Finland","2021","2021",2554,"+","National Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","FIN","Finland","2022","2022",3664,"+","National Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40619","Eastern and South-Eastern Asia","2017","2017",3460862.5,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40619","Eastern and South-Eastern Asia","2018","2018",3668670,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40619","Eastern and South-Eastern Asia","2019","2019",3873670,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40619","Eastern and South-Eastern Asia","2020","2020",4015097.5,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40619","Eastern and South-Eastern Asia","2021","2021",4121555,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40619","Eastern and South-Eastern Asia","2022","2022",4171410,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40619","Eastern and South-Eastern Asia","2023","2023",4178865,"‡","UIS Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","ARE","United Arab Emirates","2017","2017",5876,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","ARE","United Arab Emirates","2019","2019",9582,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","ARE","United Arab Emirates","2020","2020",4009,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","IDN","Indonesia","2017","2017",427793,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","IDN","Indonesia","2018","2018",667448,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","DJI","Djibouti","2017","2017",59149,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","DJI","Djibouti","2018","2018",56366,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","DJI","Djibouti","2019","2019",50535,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","DJI","Djibouti","2020","2020",48923,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","DJI","Djibouti","2021","2021",47713,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","DJI","Djibouti","2022","2022",46432,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","MUS","Mauritius","2017","2017",407,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","MUS","Mauritius","2018","2018",70,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","MUS","Mauritius","2019","2019",94,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","MUS","Mauritius","2020","2020",314,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","MUS","Mauritius","2021","2021",965,"+","National Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","TCD","Chad","2017","2017",339169,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","TCD","Chad","2018","2018",274778,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","TCD","Chad","2019","2019",299709,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","TCD","Chad","2021","2021",289316,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","TCD","Chad","2022","2022",300130,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","SWE","Sweden","2018","2018",1851,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","SWE","Sweden","2019","2019",2920,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","SWE","Sweden","2020","2020",2582,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","SWE","Sweden","2021","2021",1898,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","SWE","Sweden","2022","2022",2102,"+","National Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","EST","Estonia","2017","2017",1099,"+","National Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","EST","Estonia","2018","2018",1138,"+","National Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","EST","Estonia","2019","2019",1101,"+","National Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","EST","Estonia","2020","2020",1051,"+","National Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","EST","Estonia","2021","2021",1005,"+","National Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","EST","Estonia","2022","2022",841,"+","National Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","KHM","Cambodia","2017","2017",132247,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","KHM","Cambodia","2018","2018",111583,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","KHM","Cambodia","2019","2019",98506,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","KHM","Cambodia","2020","2020",118187,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","KHM","Cambodia","2021","2021",159427,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","KHM","Cambodia","2022","2022",253273,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","ARG","Argentina","2017","2017",24868,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","ARG","Argentina","2018","2018",27507,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","ARG","Argentina","2019","2019",26727,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","ARG","Argentina","2020","2020",36021,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","ARG","Argentina","2021","2021",34663,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40675","World","2017","2017",74027448,"‡","UIS Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40675","World","2018","2018",72995104,"‡","UIS Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40675","World","2019","2019",72170752,"‡","UIS Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40675","World","2020","2020",71489600,"‡","UIS Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40675","World","2021","2021",71026848,"‡","UIS Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40675","World","2022","2022",71396752,"‡","UIS Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40675","World","2023","2023",71753696,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","COG","Congo","2018","2018",91506,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","BLR","Belarus","2017","2017",5978,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","BLR","Belarus","2018","2018",7974,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","BLR","Belarus","2019","2019",9677,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","BLR","Belarus","2020","2020",10544,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","BLR","Belarus","2021","2021",11182,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","BLR","Belarus","2022","2022",8671,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","DNK","Denmark","2017","2017",1144,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","DNK","Denmark","2018","2018",753,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","DNK","Denmark","2019","2019",842,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","DNK","Denmark","2020","2020",643,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","DNK","Denmark","2021","2021",905,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","DNK","Denmark","2022","2022",1150,"+","National Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","GUY","Guyana","2020","2020",7554,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","GUY","Guyana","2021","2021",7854,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","BRB","Barbados","2017","2017",496,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","BRB","Barbados","2018","2018",358,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","BRB","Barbados","2019","2019",290,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","BRB","Barbados","2020","2020",311,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","BRB","Barbados","2021","2021",462,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","BRB","Barbados","2022","2022",666,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","KIR","Kiribati","2017","2017",507,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","KIR","Kiribati","2020","2020",802,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","BOL","Bolivia (Plurinational State of)","2017","2017",62511,"+","National Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","BOL","Bolivia (Plurinational State of)","2018","2018",51077,"+","National Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","BOL","Bolivia (Plurinational State of)","2019","2019",43184,"+","National Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","BOL","Bolivia (Plurinational State of)","2020","2020",37699,"+","National Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","BOL","Bolivia (Plurinational State of)","2021","2021",31479,"+","National Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","BOL","Bolivia (Plurinational State of)","2022","2022",26027,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40606","Sub-Saharan Africa","2017","2017",18188600,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40606","Sub-Saharan Africa","2018","2018",18340100,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40606","Sub-Saharan Africa","2019","2019",18443024,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40606","Sub-Saharan Africa","2020","2020",18500900,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40606","Sub-Saharan Africa","2021","2021",18549850,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40606","Sub-Saharan Africa","2022","2022",18590800,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40606","Sub-Saharan Africa","2023","2023",18676900,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","EGY","Egypt","2017","2017",334047,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","EGY","Egypt","2018","2018",264622,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","EGY","Egypt","2019","2019",157627,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","EGY","Egypt","2020","2020",72393,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","EGY","Egypt","2021","2021",22733,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","POL","Poland","2017","2017",114695,"+","National Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","POL","Poland","2018","2018",110315,"+","National Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","POL","Poland","2019","2019",83029,"+","National Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","POL","Poland","2020","2020",23857,"+","National Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","POL","Poland","2021","2021",3160,"+","National Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","POL","Poland","2022","2022",968,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","CMR","Cameroon","2017","2017",221695,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","CMR","Cameroon","2018","2018",417884,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","CMR","Cameroon","2019","2019",276657,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","SYR","Syrian Arab Republic","2020","2020",524869,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","SYR","Syrian Arab Republic","2021","2021",500579,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","SYR","Syrian Arab Republic","2022","2022",408010,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","SYR","Syrian Arab Republic","2023","2023",309430,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","MRT","Mauritania","2017","2017",203146,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","MRT","Mauritania","2018","2018",198642,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","MRT","Mauritania","2019","2019",228206,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","PAN","Panama","2017","2017",28925,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","PAN","Panama","2019","2019",28743,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","PAN","Panama","2020","2020",25508,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","PAN","Panama","2021","2021",10076,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","TUN","Tunisia","2021","2021",10448,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","TUN","Tunisia","2022","2022",13923,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","SWZ","Eswatini","2017","2017",24387,,
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","SWZ","Eswatini","2018","2018",22145,"‡","UIS Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","SWZ","Eswatini","2019","2019",20472,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","GRC","Greece","2017","2017",4949,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","GRC","Greece","2018","2018",8026,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","GRC","Greece","2019","2019",8417,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","GRC","Greece","2020","2020",8244,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","GRC","Greece","2021","2021",7816,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","PSE","Palestine","2017","2017",12933,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","PSE","Palestine","2018","2018",13389,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","PSE","Palestine","2019","2019",15082,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","PSE","Palestine","2020","2020",17467,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","PSE","Palestine","2021","2021",22254,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","PSE","Palestine","2022","2022",25457,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","CHL","Chile","2017","2017",18922,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","CHL","Chile","2018","2018",16412,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","CHL","Chile","2019","2019",14825,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","CHL","Chile","2020","2020",21557,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","CHL","Chile","2021","2021",20885,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","CHL","Chile","2022","2022",15069,"+","National Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","BGR","Bulgaria","2017","2017",16476,"+","National Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","BGR","Bulgaria","2018","2018",20117,"+","National Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","BGR","Bulgaria","2019","2019",26490,"+","National Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","BGR","Bulgaria","2020","2020",32728,"+","National Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","BGR","Bulgaria","2021","2021",36271,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","BEL","Belgium","2017","2017",5342,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","BEL","Belgium","2018","2018",5195,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","BEL","Belgium","2019","2019",5280,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","BEL","Belgium","2020","2020",4892,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","BEL","Belgium","2021","2021",5818,"+","National Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40041","High income countries","2017","2017",1577365,"‡","UIS Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40041","High income countries","2018","2018",1537385,"‡","UIS Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40041","High income countries","2019","2019",1502080,"‡","UIS Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40041","High income countries","2020","2020",1459205,"‡","UIS Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40041","High income countries","2021","2021",1414600,"‡","UIS Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40041","High income countries","2022","2022",1371690,"‡","UIS Estimation"
"OFST_1_CP","Out-of-school children of primary school age, both sexes (number)","40041","High income countries","2023","2023",1361610,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","THA","Thailand","2018","2018",75281,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","THA","Thailand","2019","2019",44254,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","THA","Thailand","2020","2020",65763,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","THA","Thailand","2021","2021",41458,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","THA","Thailand","2023","2023",33433,,
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40630","Latin America and the Caribbean","2017","2017",1301487.5,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40630","Latin America and the Caribbean","2018","2018",1245415,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40630","Latin America and the Caribbean","2019","2019",1198510,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40630","Latin America and the Caribbean","2020","2020",1161128.8,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40630","Latin America and the Caribbean","2021","2021",1150427.3,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40630","Latin America and the Caribbean","2022","2022",1162855.8,"‡","UIS Estimation"
"OFST_1_M_CP","Out-of-school children of primary school age, male (number)","40630","Latin America and the Caribbean","2023","2023",1186867,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","GBR","United Kingdom of Great Britain and Northern Ireland","2017","2017",52665,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","GBR","United Kingdom of Great Britain and Northern Ireland","2018","2018",57581,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","GBR","United Kingdom of Great Britain and Northern Ireland","2019","2019",60727,"+","National Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","GBR","United Kingdom of Great Britain and Northern Ireland","2020","2020",73365,"+","National Estimation"
