"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"ILLPOP_AG15T24_RUR_F","Illiterate youth population, 15-24 years, rural, female (number)","PAN","Panama","2019","2019",3401,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","KGZ","Kyrgyzstan","2019","2019",1050,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","PER","Peru","2017","2017",30812,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","PER","Peru","2018","2018",27948,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","PER","Peru","2020","2020",18101,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","WSM","Samoa","2021","2021",235,"‡","UIS Estimation"
"ILLPOP_AG15T24_URB_M","Illiterate youth population, 15-24 years, urban, male (number)","ARM","Armenia","2017","2017",104,,
"ILLPOP_AG15T24_URB_M","Illiterate youth population, 15-24 years, urban, male (number)","ARM","Armenia","2020","2020",76,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","OMN","Oman","2017","2017",2677,"+","National Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","OMN","Oman","2018","2018",2590,"+","National Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","OMN","Oman","2022","2022",865,"+","National Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","TUN","Tunisia","2019","2019",29031,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","ZMB","Zambia","2020","2020",122033,"‡","UIS Estimation"
"ILLPOP_AG15T24_RUR_F","Illiterate youth population, 15-24 years, rural, female (number)","BRA","Brazil","2017","2017",29925,"+","National Estimation"
"ILLPOP_AG15T24_RUR_F","Illiterate youth population, 15-24 years, rural, female (number)","BRA","Brazil","2018","2018",30462,"+","National Estimation"
"ILLPOP_AG15T24_RUR_M","Illiterate youth population, 15-24 years, rural, male (number)","PSE","Palestine","2017","2017",716,,
"ILLPOP_AG15T24_RUR_M","Illiterate youth population, 15-24 years, rural, male (number)","PSE","Palestine","2018","2018",763,,
"ILLPOP_AG15T24_RUR_M","Illiterate youth population, 15-24 years, rural, male (number)","PSE","Palestine","2019","2019",413,,
"ILLPOP_AG15T24_RUR_M","Illiterate youth population, 15-24 years, rural, male (number)","PSE","Palestine","2020","2020",543,,
"ILLPOP_AG15T24_RUR_M","Illiterate youth population, 15-24 years, rural, male (number)","PSE","Palestine","2022","2022",220,,
"ILLPOP_AG15T24_URB_F","Illiterate youth population, 15-24 years, urban, female (number)","SRB","Serbia","2019","2019",1,"+","National Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40617","Northern Africa and Western Asia","2017","2017",4153717,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40617","Northern Africa and Western Asia","2018","2018",5585775,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40617","Northern Africa and Western Asia","2019","2019",5522074,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40617","Northern Africa and Western Asia","2020","2020",5471272,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40617","Northern Africa and Western Asia","2021","2021",5436065,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40617","Northern Africa and Western Asia","2022","2022",5435887,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","UZB","Uzbekistan","2018","2018",2,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","UZB","Uzbekistan","2019","2019",2,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","UZB","Uzbekistan","2021","2021",2,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","UZB","Uzbekistan","2022","2022",2,,
"ILLPOP_AG15T24_RUR_M","Illiterate youth population, 15-24 years, rural, male (number)","GEO","Georgia","2022","2022",656,,
"ILLPOP_AG15T24_URB_F","Illiterate youth population, 15-24 years, urban, female (number)","CHN","China","2020","2020",67787,,
"ILLPOP_AG15T24_URB_F","Illiterate youth population, 15-24 years, urban, female (number)","GTM","Guatemala","2018","2018",34515,,
"ILLPOP_AG15T24_URB_F","Illiterate youth population, 15-24 years, urban, female (number)","MOZ","Mozambique","2017","2017",149022,,
"ILLPOP_AG15T24_URB_F","Illiterate youth population, 15-24 years, urban, female (number)","MOZ","Mozambique","2020","2020",175076,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40510","World","2017","2017",56079030,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40510","World","2018","2018",57319129,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40510","World","2019","2019",52937114,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40510","World","2020","2020",52211722,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40510","World","2021","2021",51294123,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40510","World","2022","2022",50334869,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","ABW","Aruba","2020","2020",35,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","TUR","Türkiye","2017","2017",6122,"+","National Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","TUR","Türkiye","2019","2019",2382,"+","National Estimation"
"ILLPOP_AG15T24_URB_F","Illiterate youth population, 15-24 years, urban, female (number)","THA","Thailand","2018","2018",21636,"+","National Estimation"
"ILLPOP_AG15T24_URB_M","Illiterate youth population, 15-24 years, urban, male (number)","KWT","Kuwait","2017","2017",7,,
"ILLPOP_AG15T24_URB_M","Illiterate youth population, 15-24 years, urban, male (number)","KWT","Kuwait","2018","2018",7,,
"ILLPOP_AG15T24_URB_F","Illiterate youth population, 15-24 years, urban, female (number)","HND","Honduras","2018","2018",4388,,
"ILLPOP_AG15T24_URB_F","Illiterate youth population, 15-24 years, urban, female (number)","HND","Honduras","2019","2019",7569,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","SYC","Seychelles","2020","2020",116,"‡","UIS Estimation"
"ILLPOP_AG15T24_RUR_M","Illiterate youth population, 15-24 years, rural, male (number)","MMR","Myanmar","2019","2019",176507,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","DOM","Dominican Republic","2022","2022",11156,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40611","Eastern Asia","2017","2017",443931,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40611","Eastern Asia","2018","2018",428486,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40611","Eastern Asia","2019","2019",368836,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40611","Eastern Asia","2020","2020",345384,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40611","Eastern Asia","2021","2021",335547,"‡","UIS Estimation"
"ILLPOP_AG15T24_URB_M","Illiterate youth population, 15-24 years, urban, male (number)","COL","Colombia","2018","2018",33135,"+","National Estimation"
"ILLPOP_AG15T24_URB_M","Illiterate youth population, 15-24 years, urban, male (number)","COL","Colombia","2019","2019",36699,"+","National Estimation"
"ILLPOP_AG15T24_URB_M","Illiterate youth population, 15-24 years, urban, male (number)","COL","Colombia","2020","2020",31518,"+","National Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40619","Eastern and South-Eastern Asia","2017","2017",1617000,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40619","Eastern and South-Eastern Asia","2018","2018",1602663,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40619","Eastern and South-Eastern Asia","2019","2019",1025746,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40619","Eastern and South-Eastern Asia","2020","2020",937217,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40619","Eastern and South-Eastern Asia","2021","2021",875572,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40619","Eastern and South-Eastern Asia","2022","2022",816291,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","IDN","Indonesia","2018","2018",64552,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","IDN","Indonesia","2020","2020",46711,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","MNE","Montenegro","2021","2021",335,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","PRI","Puerto Rico","2017","2017",16664,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","PRI","Puerto Rico","2021","2021",14950,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40344","Small Island Developing States","2017","2017",609293,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40344","Small Island Developing States","2018","2018",612199,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40344","Small Island Developing States","2019","2019",615457,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40344","Small Island Developing States","2020","2020",618077,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40344","Small Island Developing States","2021","2021",621782,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40344","Small Island Developing States","2022","2022",624691,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","URY","Uruguay","2017","2017",3902,"+","National Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","URY","Uruguay","2018","2018",3777,"+","National Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","URY","Uruguay","2019","2019",3397,"+","National Estimation"
"ILLPOP_AG15T24_RUR_F","Illiterate youth population, 15-24 years, rural, female (number)","HND","Honduras","2018","2018",13781,,
"ILLPOP_AG15T24_RUR_F","Illiterate youth population, 15-24 years, rural, female (number)","HND","Honduras","2019","2019",19878,,
"ILLPOP_AG15T24_RUR_M","Illiterate youth population, 15-24 years, rural, male (number)","PHL","Philippines","2019","2019",155258,,
"ILLPOP_AG15T24_RUR_M","Illiterate youth population, 15-24 years, rural, male (number)","PHL","Philippines","2020","2020",62924,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","ZAF","South Africa","2017","2017",315283,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","ZAF","South Africa","2019","2019",97193,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","ZAF","South Africa","2021","2021",193856,,
"ILLPOP_AG15T24_URB_F","Illiterate youth population, 15-24 years, urban, female (number)","OMN","Oman","2022","2022",605,"+","National Estimation"
"ILLPOP_AG15T24_URB_F","Illiterate youth population, 15-24 years, urban, female (number)","PER","Peru","2017","2017",13179,,
"ILLPOP_AG15T24_URB_F","Illiterate youth population, 15-24 years, urban, female (number)","PER","Peru","2018","2018",14267,,
"ILLPOP_AG15T24_URB_F","Illiterate youth population, 15-24 years, urban, female (number)","PER","Peru","2020","2020",11066,,
"ILLPOP_AG15T24_URB_F","Illiterate youth population, 15-24 years, urban, female (number)","MNG","Mongolia","2020","2020",1041,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","CHN","China","2020","2020",178428,,
"ILLPOP_AG15T24_URB_F","Illiterate youth population, 15-24 years, urban, female (number)","BOL","Bolivia (Plurinational State of)","2020","2020",3175,,
"ILLPOP_AG15T24_URB_F","Illiterate youth population, 15-24 years, urban, female (number)","CIV","Côte d'Ivoire","2019","2019",75793,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","HUN","Hungary","2021","2021",7808,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40656","Oceania (excluding Australia and New Zealand)","2017","2017",253609,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40656","Oceania (excluding Australia and New Zealand)","2018","2018",258620,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40656","Oceania (excluding Australia and New Zealand)","2019","2019",263650,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40656","Oceania (excluding Australia and New Zealand)","2020","2020",268697,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40656","Oceania (excluding Australia and New Zealand)","2021","2021",273197,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40030","Middle income countries","2017","2017",28266532,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40030","Middle income countries","2018","2018",28915035,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40030","Middle income countries","2019","2019",23196693,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40030","Middle income countries","2020","2020",22890465,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40030","Middle income countries","2021","2021",22617133,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40030","Middle income countries","2022","2022",22232037,,
"ILLPOP_AG15T24_URB_M","Illiterate youth population, 15-24 years, urban, male (number)","GEO","Georgia","2022","2022",437,,
"ILLPOP_AG15T24_RUR_F","Illiterate youth population, 15-24 years, rural, female (number)","PER","Peru","2017","2017",17633,,
"ILLPOP_AG15T24_RUR_F","Illiterate youth population, 15-24 years, rural, female (number)","PER","Peru","2018","2018",13681,,
"ILLPOP_AG15T24_RUR_F","Illiterate youth population, 15-24 years, rural, female (number)","PER","Peru","2020","2020",7035,,
"ILLPOP_AG15T24_RUR_F","Illiterate youth population, 15-24 years, rural, female (number)","THA","Thailand","2018","2018",40927,"+","National Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40505","Central Asia","2017","2017",7840,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40505","Central Asia","2018","2018",6973,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40505","Central Asia","2019","2019",6989,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40505","Central Asia","2020","2020",6748,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40505","Central Asia","2021","2021",6741,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40505","Central Asia","2022","2022",6471,"‡","UIS Estimation"
"ILLPOP_AG15T24_URB_F","Illiterate youth population, 15-24 years, urban, female (number)","BLR","Belarus","2019","2019",267,,
"ILLPOP_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, both sexes (number)","SEN","Senegal","2017","2017",570148,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","BOL","Bolivia (Plurinational State of)","2020","2020",5260,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","IRN","Iran (Islamic Republic of)","2022","2022",75104,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40535","South and West Asia","2017","2017",16582036,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40535","South and West Asia","2018","2018",16800176,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40535","South and West Asia","2019","2019",11723472,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40535","South and West Asia","2020","2020",11373239,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40535","South and West Asia","2021","2021",10885178,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40535","South and West Asia","2022","2022",10343130,,
"ILLPOP_AG15T24_RUR_M","Illiterate youth population, 15-24 years, rural, male (number)","MDG","Madagascar","2018","2018",500537,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","COL","Colombia","2018","2018",57688,"+","National Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","COL","Colombia","2019","2019",64064,"+","National Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","COL","Colombia","2020","2020",54549,"+","National Estimation"
"ILLPOP_AG15T24_RUR_M","Illiterate youth population, 15-24 years, rural, male (number)","AFG","Afghanistan","2021","2021",1051411,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","SRB","Serbia","2019","2019",2,"+","National Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","SGP","Singapore","2017","2017",133,"+","National Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","SGP","Singapore","2018","2018",126,"+","National Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","SGP","Singapore","2019","2019",122,"+","National Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","SGP","Singapore","2020","2020",450,"+","National Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","SGP","Singapore","2021","2021",190,"+","National Estimation"
"ILLPOP_AG15T24_RUR_F","Illiterate youth population, 15-24 years, rural, female (number)","CIV","Côte d'Ivoire","2019","2019",537640,,
"ILLPOP_AG15T24_RUR_F","Illiterate youth population, 15-24 years, rural, female (number)","TUN","Tunisia","2019","2019",8484,,
"ILLPOP_AG15T24_RUR_F","Illiterate youth population, 15-24 years, rural, female (number)","BOL","Bolivia (Plurinational State of)","2020","2020",2085,,
